Product Name,Original Price,Clearance Price,Percentage Off,Product Category,Product Code,Rating,Link,Sale Price
Tineco iFloor 3 Ultra Lightweight Cordless Wet/Dry Vacuum & Hard Floor Washer,499.99,,30.0,cleaning,043-9486-8,4.8,https://www.canadiantire.ca/en/pdp/tineco-ifloor-3-ultra-lightweight-cordless-wet-dry-vacuum-hard-floor-washer-0439486p.html#srp,349.99
Woods Backpacker Single-Person Nylon Outdoor Camping Hammock w/ Tree Wraps & Carry Bag,35.99,,25.0,camping,076-5666-6,4.6,https://www.canadiantire.ca/en/pdp/woods-backpacker-single-person-nylon-outdoor-camping-hammock-w-tree-wraps-carry-bag-0765666p.html#srp,26.99
"DEWALT DCS356B 20V MAX XR Brushless Cordless 3-Speed Oscillating Multi-Tool, Tool Only",199.99,,30.0,tools,054-1374-6,4.8,https://www.canadiantire.ca/en/pdp/dewalt-dcs356b-20v-max-xr-brushless-cordless-3-speed-oscillating-multi-tool-tool-only-0541374p.html#srp,139.99
Napier Backroadz Tent Link,269.99,,19.0,light-auto-parts,034-0190-6,4.0,https://www.canadiantire.ca/en/pdp/napier-backroadz-tent-link-0340190p.html#srp,219.99
"MotoMaster Power Inverter, 3000W, Includes Battery Cables",399.99,,25.0,light-auto-parts,011-2107-0,3.2,https://www.canadiantire.ca/en/pdp/motomaster-power-inverter-3000w-includes-battery-cables-0112107p.html#srp,299.99
"MASTER Chef Stainless Steel Stock Pot, 16qt",169.99,,74.0,kitchen,142-9107-6,4.3,https://www.canadiantire.ca/en/pdp/master-chef-stainless-steel-stock-pot-16qt-1429107p.html#srp,44.99
"Ninja® Foodi™ Smart XL Pro 7-in-1 Indoor Grill & Griddle w/ Smart Cook System, Black",469.99,,45.0,kitchen,043-0956-4,4.5,https://www.canadiantire.ca/en/pdp/ninja-foodi-smart-xl-pro-7-in-1-indoor-grill-griddle-w-smart-cook-system-black-0430956p.html#srp,259.99
"MAXIMUM 4-1/2-in Aluminum Oxide Thin Cut off Wheels for Metal, Masonry, 20-pc",49.99,,72.0,tools,054-1052-2,4.2,https://www.canadiantire.ca/en/pdp/maximum-4-1-2-in-aluminum-oxide-thin-cut-off-wheels-for-metal-masonry-20-pc-0541052p.html#srp,13.99
"Plum® Magnitude Springsafe® Outdoor Trampoline with Sun Shade, Safety Enclosure and Cover, 10-ft, Ages 6+",599.99,,17.0,backyard-fun,184-0769-4,3.8,https://www.canadiantire.ca/en/pdp/plum-magnitude-springsafe-outdoor-trampoline-with-sun-shade-safety-enclosure-and-cover-10-ft-ages-6-1840769p.html#srp,499.99
MAXIMUM 15-Gallon Oil-Free Quiet Portable Vertical Air Compressor with Top Tray,549.99,,27.0,tools,058-9858-0,4.2,https://www.canadiantire.ca/en/pdp/maximum-15-gallon-oil-free-quiet-portable-vertical-air-compressor-with-top-tray-0589858p.html#srp,399.99
"GermGuardian AC4825DLX 4-in-1 HEPA Filter & UVC Tower Air Purifier, Removes Allergens & Odours, Black, Small-Medium Room",169.99,,20.0,home-environment,043-8627-0,4.5,https://www.canadiantire.ca/en/pdp/germguardian-ac4825dlx-4-in-1-hepa-filter-uvc-tower-air-purifier-removes-allergens-odours-black-small-medium-room-0438627p.html#srp,135.99
"PowerBilt VXL Womens Golf Club Set, Lightweight, Right-Hand, Purple",449.99,,16.0,team-sports-and-golf,086-0385-0,4.8,https://www.canadiantire.ca/en/pdp/powerbilt-vxl-women-s-golf-club-set-lightweight-right-hand-purple-0860385p.html#srp,379.99
"Drive Medical Silver Sport 1 Wheelchair with Swing Away Footrests & Folding Back, 18-in",349.99,,40.0,personal-garment-care,043-9188-8,4.2,https://www.canadiantire.ca/en/pdp/drive-medical-silver-sport-1-wheelchair-with-swing-away-footrests-folding-back-18-in-0439188p.html#srp,209.99
"Strata Outdoor Heavy Duty Clothesline Kit, 150-ft",69.99,,20.0,home-organization,042-8821-8,4.1,https://www.canadiantire.ca/en/pdp/strata-outdoor-heavy-duty-clothesline-kit-150-ft-0428821p.html#srp,55.99
"Outbound Inflatable Floating River/Lake Connectable Multiple-Person Party Raft w/Cooler, White/Blue",99.99,,20.0,seasonal-recreation,079-7160-0,3.7,https://www.canadiantire.ca/en/pdp/outbound-inflatable-floating-river-lake-connectable-multiple-person-party-raft-w-cooler-white-blue-0797160p.html#srp,79.99
"Mastervac VOC809PF 4.0 Peak HP Wet/Dry Shop Vacuum with Anti-Bacterial Cartridge Filter, 30-L",129.99,,23.0,tools,054-0237-0,3.7,https://www.canadiantire.ca/en/pdp/mastervac-voc809pf-4-0-peak-hp-wet-dry-shop-vacuum-with-anti-bacterial-cartridge-filter-30-l-0540237p.html#srp,99.99
"Woods Insta Rest Single Self-Inflating Camping Sleeping Pad/Air Mat w/ Storage Bag, 1-In",61.99,,26.0,camping,076-5488-0,3.7,https://www.canadiantire.ca/en/pdp/woods-insta-rest-single-self-inflating-camping-sleeping-pad-air-mat-w-storage-bag-1-in-0765488p.html#srp,45.99
"Ninja One Lid Cooker, Stainless Steel, 6-qt",379.99,,47.0,kitchen,043-0969-4,4.7,https://www.canadiantire.ca/en/pdp/ninja-one-lid-cooker-stainless-steel-6-qt-0430969p.html#srp,199.99
"Ninja® Foodi™ 5-in-1 Non-Stick Indoor Grill w/ Air Fryer, Stainless Steel, Black",329.99,,30.0,kitchen,043-8262-6,4.7,https://www.canadiantire.ca/en/pdp/ninja-foodi-5-in-1-non-stick-indoor-grill-w-air-fryer-stainless-steel-black-0438262p.html#srp,229.99
Type A Alpha Under-Sink Metal Storage Organizer Rack/Stand with Pull-Out Basket Drawers,46.99,,47.0,home-organization,142-5507-8,4.2,https://www.canadiantire.ca/en/pdp/type-a-alpha-under-sink-metal-storage-organizer-rack-stand-with-pull-out-basket-drawers-1425507p.html#srp,24.99
"SodaStream One Touch Sparkling Water Maker w/ 60L CO2 Cylinder & Reusable, BPA-Free Bottle, Black",179.99,,22.0,kitchen,043-1019-0,4.6,https://www.canadiantire.ca/en/pdp/sodastream-one-touch-sparkling-water-maker-w-60l-co2-cylinder-reusable-bpa-free-bottle-black-0431019p.html#srp,139.99
"Mastercraft Air-Powered Tool Kit, 100-pc",339.99,,53.0,tools,058-1952-2,4.8,https://www.canadiantire.ca/en/pdp/mastercraft-air-powered-tool-kit-100-pc-0581952p.html#srp,159.99
"Matrix Adjustable Driveway Racquet/Racket Sport Net For Pickleball, Tennis & Badminton, 10-ft",99.99,,20.0,team-sports-and-golf,184-1101-6,3.4,https://www.canadiantire.ca/en/pdp/matrix-adjustable-driveway-racquet-racket-sport-net-for-pickleball-tennis-badminton-10-ft-1841101p.html#srp,79.99
"Dawn Ultra Platinum Liquid Dish Soap Refill, Refreshing Rain Scent, 2.21-L",12.99,,10.0,home-essentials,153-1656-0,4.8,https://www.canadiantire.ca/en/pdp/dawn-ultra-platinum-liquid-dish-soap-refill-refreshing-rain-scent-2-21-l-1531656p.html#srp,11.69
"ShelterLogic Heavy Duty Waterproof Round Style Car Garage w/ UV Protection, 12 x 20 x 8-ft",999.99,,35.0,car-care-accessories,037-1365-0,2.8,https://www.canadiantire.ca/en/pdp/shelterlogic-heavy-duty-waterproof-round-style-car-garage-w-uv-protection-12-x-20-x-8-ft-0371365p.html#srp,649.99
"BIC Classic Lighter, Multi-colour, 5-pk",6.99,,10.0,home-essentials,053-0604-8,4.7,https://www.canadiantire.ca/en/pdp/bic-classic-lighter-multi-colour-5-pk-0530604p.html#srp,6.29
"Matrix Portable Adjustable Basketball Backboard, Hoop & Net System, 44-in",249.99,,20.0,team-sports-and-golf,084-7986-2,3.7,https://www.canadiantire.ca/en/pdp/matrix-portable-adjustable-basketball-backboard-hoop-net-system-44-in-0847986p.html#srp,199.99
Coleman Double QuickBed Single-High Inflatable Air Mattress/Airbed,71.99,,31.0,camping,076-2557-4,2.8,https://www.canadiantire.ca/en/pdp/coleman-double-quickbed-single-high-inflatable-air-mattress-airbed-0762557p.html#srp,49.99
"PADERNO Classic Cookware Set, Non-Stick, Maroon, 11-pc",699.99,,71.0,kitchen,142-3816-4,4.3,https://www.canadiantire.ca/en/pdp/paderno-classic-cookware-set-non-stick-maroon-11-pc-1423816p.html#srp,199.99
CANVAS Clareview Outdoor Firepit,899.99,,22.0,backyard-living,085-0098-6,5.0,https://www.canadiantire.ca/en/pdp/canvas-clareview-outdoor-firepit-0850098p.html#srp,699.99
Champion 3200 PSI 2.5 GPM 224cc Engine Cold Water Wheeled Gas Pressure Washer,899.99,,33.0,car-care-accessories,039-8076-2,4.6,https://www.canadiantire.ca/en/pdp/champion-3200-psi-2-5-gpm-224cc-engine-cold-water-wheeled-gas-pressure-washer-0398076p.html#srp,599.99
"PADERNO Classic Jumbo Cooker, PFOA-Free, Non-Stick, Red, 3qt",159.99,,72.0,kitchen,142-4522-6,4.4,https://www.canadiantire.ca/en/pdp/paderno-classic-jumbo-cooker-pfoa-free-non-stick-red-3qt-1424522p.html#srp,44.99
Chamberlain® C2405C 1/2-HP Chain Drive Garage Door Opener with Wi-Fi,379.99,,26.0,tools,046-0592-2,4.5,https://www.canadiantire.ca/en/pdp/chamberlain-c2405c-1-2-hp-chain-drive-garage-door-opener-with-wi-fi-0460592p.html#srp,279.99
"CANVAS Madison 50pc Stainless Steel Flatware Set, Serves 10",229.99,,65.0,kitchen,142-0949-6,4.2,https://www.canadiantire.ca/en/pdp/canvas-madison-50pc-stainless-steel-flatware-set-serves-10-1420949p.html#srp,79.99
"Bestway Hydro-Force Voyager 500 Inflatable River Boat w/Built-in Fishing Rod Holders, Tan",269.99,,20.0,seasonal-recreation,079-8326-2,2.9,https://www.canadiantire.ca/en/pdp/bestway-hydro-force-voyager-500-inflatable-river-boat-w-built-in-fishing-rod-holders-tan-0798326p.html#srp,215.99
"Mastercraft Socket Set, 95-pc, SAE / Metric, CRV, Nickel-Chrome Plating",159.99,,69.0,tools,058-9215-0,4.6,https://www.canadiantire.ca/en/pdp/mastercraft-socket-set-95-pc-sae-metric-crv-nickel-chrome-plating-0589215p.html#srp,49.99
"Champion 6500/8125 Watt Dual Fuel Portable Generator, RV Ready",1199.99,,25.0,outdoor-tools,055-0366-0,4.7,https://www.canadiantire.ca/en/pdp/champion-6500-8125-watt-dual-fuel-portable-generator-rv-ready-0550366p.html#srp,899.99
"Whirlpool WHES30 30,000-Grain Water Softener, Grey",749.99,,20.0,plumbing,062-1004-8,4.1,https://www.canadiantire.ca/en/pdp/whirlpool-whes30-30-000-grain-water-softener-grey-0621004p.html#srp,599.99
"Mastercraft Air Compressor Accessory Kit with Hose, 20-pc",66.99,,58.0,tools,058-7797-6,4.0,https://www.canadiantire.ca/en/pdp/mastercraft-air-compressor-accessory-kit-with-hose-20-pc-0587797p.html#srp,27.99
Woods™ 2-Person Backpack Camping Hammock with Tree Straps,63.99,,25.0,camping,076-3711-0,4.5,https://www.canadiantire.ca/en/pdp/woods-2-person-backpack-camping-hammock-with-tree-straps-0763711p.html#srp,47.99
"FoodSaver® Heat-Seal Vacuum Sealer Roll, 8-in x 20-ft, 2-pk",26.99,,26.0,kitchen,043-0623-6,4.8,https://www.canadiantire.ca/en/pdp/foodsaver-heat-seal-vacuum-sealer-roll-8-in-x-20-ft-2-pk-0430623p.html#srp,19.99
"Disposable Gloves, 100-pk",14.99,,50.0,cleaning,142-6496X,4.2,https://www.canadiantire.ca/en/pdp/disposable-gloves-100-pk-1426496p.html#srp,7.49
"SIMONIZ Platinum Car Iron-Fallout Remover Spray, 473-mL",15.99,,15.0,car-care-accessories,039-0574-4,4.6,https://www.canadiantire.ca/en/pdp/simoniz-platinum-car-iron-fallout-remover-spray-473-ml-0390574p.html#srp,13.59
"For Living Wood Top Kitchen Utility Storage Cart/Island With Locking Wheels, White",309.99,,32.0,home-decor,068-1303-4,4.4,https://www.canadiantire.ca/en/pdp/for-living-wood-top-kitchen-utility-storage-cart-island-with-locking-wheels-white-0681303p.html#srp,209.99
"Plum® Outdoor Portable Wooden Sandbox, 46x46x46-in, with Adjustable Canopy, Kids Ages 3+",199.99,,25.0,backyard-fun,084-7615-6,2.7,https://www.canadiantire.ca/en/pdp/plum-outdoor-portable-wooden-sandbox-46x46x46-in-with-adjustable-canopy-kids-ages-3-0847615p.html#srp,149.99
"T-fal Ultimate EZ Clean Deep Fryer w/ Oil Filter, Stainless Steel, 3.5L",179.99,,31.0,kitchen,043-1679-8,4.0,https://www.canadiantire.ca/en/pdp/t-fal-ultimate-ez-clean-deep-fryer-w-oil-filter-stainless-steel-3-5l-0431679p.html#srp,124.99
"Stanley Professional Grade Black Chrome Socket Set, 99-pc, SAE/Metric",299.99,,70.0,tools,058-9239-4,4.0,https://www.canadiantire.ca/en/pdp/stanley-professional-grade-black-chrome-socket-set-99-pc-sae-metric-0589239p.html#srp,89.99
Certified 12V Compact Hand Vaccum,69.99,,29.0,car-care-accessories,039-9096-8,3.7,https://www.canadiantire.ca/en/pdp/certified-12v-compact-hand-vaccum-0399096p.html#srp,49.99
"Winnwell Proform Hockey Backstop Net, 72-in",199.99,,20.0,hockey,083-5341-0,3.6,https://www.canadiantire.ca/en/pdp/winnwell-proform-hockey-backstop-net-72-in-0835341p.html#srp,159.99
"The Rock Copper Frying Pan, Non-stick, Dishwasher & Oven Safe, 2-pk, 24cm & 28cm",31.99,,,kitchen,399-3183-8,4.5,https://www.canadiantire.ca/en/pdp/the-rock-copper-frying-pan-non-stick-dishwasher-oven-safe-2-pk-24cm-28cm-3993183p.html#srp,
"Swan Nordic Cordless Electric Kettle w/ Auto Shut Off, Stainless Steel, 1.7L",99.99,,30.0,kitchen,043-2763-0,4.1,https://www.canadiantire.ca/en/pdp/swan-nordic-cordless-electric-kettle-w-auto-shut-off-stainless-steel-1-7l-0432763p.html#srp,69.99
"CANVAS Mercier Rectangular Steel Outdoor Patio Dining Table, w/ Glass Top, Black",299.99,,17.0,backyard-living,088-2029-4,2.6,https://www.canadiantire.ca/en/pdp/canvas-mercier-rectangular-steel-outdoor-patio-dining-table-w-glass-top-black-0882029p.html#srp,249.99
"Wilson Evolution Indoor Composite Game Basketball, Official Size 7 (29.5-in)",99.99,,20.0,team-sports-and-golf,084-1151-4,4.7,https://www.canadiantire.ca/en/pdp/wilson-evolution-indoor-composite-game-basketball-official-size-7-29-5-in-0841151p.html#srp,79.99
"MASTER Chef 3-Tier Buffet Server/Food Warmer w/ Warming Tray, Stainless Steel, 300W",99.99,,40.0,kitchen,043-1221-6,4.1,https://www.canadiantire.ca/en/pdp/master-chef-3-tier-buffet-server-food-warmer-w-warming-tray-stainless-steel-300w-0431221p.html#srp,59.99
"Yardworks 9 Amp 2-in-1 Electric Pole Saw, 10-in",169.99,,24.0,outdoor-tools,054-5757-2,4.1,https://www.canadiantire.ca/en/pdp/yardworks-9-amp-2-in-1-electric-pole-saw-10-in-0545757p.html#srp,129.99
"MASTER Chef Bakeware Set, 7-pc",129.99,,62.0,kitchen,142-5488-2,4.7,https://www.canadiantire.ca/en/pdp/master-chef-bakeware-set-7-pc-1425488p.html#srp,49.99
"TaylorMade 5.0 4-Way Anti-Split Golf Stand Bag with Trunk Handle, Black",229.99,,15.0,team-sports-and-golf,086-0268-0,4.5,https://www.canadiantire.ca/en/pdp/taylormade-5-0-4-way-anti-split-golf-stand-bag-with-trunk-handle-black-0860268p.html#srp,195.49
"Springfree Medium Oval Trampoline, 8-ft x 11-ft",1799.99,,11.0,backyard-fun,084-6840-4,4.8,https://www.canadiantire.ca/en/pdp/springfree-medium-oval-trampoline-8-ft-x-11-ft-0846840p.html#srp,1599.99
"Certified Jack and Axle Stand Kit w/ Wheel Chocks, 2-Ton",129.99,,31.0,auto-maintenance,009-1061-0,3.5,https://www.canadiantire.ca/en/pdp/certified-jack-and-axle-stand-kit-w-wheel-chocks-2-ton-0091061p.html#srp,89.99
"Flamingo Inflatable Floating River/Lake 5-Person Party Island w/Cooler, Pink",299.99,,30.0,seasonal-recreation,079-7172-2,3.0,https://www.canadiantire.ca/en/pdp/flamingo-inflatable-floating-river-lake-5-person-party-island-w-cooler-pink-0797172p.html#srp,209.99
Supercycle Bike Floor Pump,21.99,,15.0,cycling,073-0521-6,3.9,https://www.canadiantire.ca/en/pdp/supercycle-bike-floor-pump-0730521p.html#srp,18.69
"Keurig K-Slim Iced Single Serve Coffee Maker, Grey",99.99,,,kitchen,499-0036-0,4.5,https://www.canadiantire.ca/en/pdp/keurig-k-slim-iced-single-serve-coffee-maker-grey-4990036p.html#srp,
"Midea MC35MSKBA3RC Compact 35 Pint Cube Dehumidifier with Smart Wi-Fi For Home & Basement, ENERGY STAR® Certified, Black",329.99,,30.0,home-environment,043-0745-6,3.8,https://www.canadiantire.ca/en/pdp/midea-mc35mskba3rc-compact-35-pint-cube-dehumidifier-with-smart-wi-fi-for-home-basement-energy-star-certified-black-0430745p.html#srp,229.99
Yardworks Colour Shears,24.99,,30.0,outdoor-tools,059-6638-0,4.3,https://www.canadiantire.ca/en/pdp/yardworks-colour-shears-0596638p.html#srp,17.49
"Woods™ Mammoth Folding Padded Camping Chair, Sea Spray",99.99,,25.0,camping,076-3782-0,3.8,https://www.canadiantire.ca/en/pdp/woods-mammoth-folding-padded-camping-chair-sea-spray-0763782p.html#srp,74.99
"Thompsons® WaterSeal® Waterproofer Plus Exterior Tinted Wood Protector, 3.78-L/1-Gallon",46.99,,10.0,paint,048-8841X,3.7,https://www.canadiantire.ca/en/pdp/thompson-s-waterseal-waterproofer-plus-exterior-tinted-wood-protector-3-78-l-1-gallon-0488841p.html#srp,42.29
"Maison Kleen Plastic Anti-Slip Folding Step Stool For Kitchen & Bathroom, Black, 9-in",10.99,,20.0,home-organization,142-4389-4,4.1,https://www.canadiantire.ca/en/pdp/maison-kleen-plastic-anti-slip-folding-step-stool-for-kitchen-bathroom-black-9-in-1424389p.html#srp,8.79
Froth Pak Professional Polyurethane Sealant Insulating Spray Foam Kit,554.99,,19.0,paint,064-2693-6,3.9,https://www.canadiantire.ca/en/pdp/froth-pak-professional-polyurethane-sealant-insulating-spray-foam-kit-0642693p.html#srp,449.99
Yardworks 65558P-6 6-Ton 1-3/4 HP Duo Cut Electric Log Splitter with Pedal,649.99,,38.0,outdoor-tools,060-3751-0,4.3,https://www.canadiantire.ca/en/pdp/yardworks-65558p-6-6-ton-1-3-4-hp-duo-cut-electric-log-splitter-with-pedal-0603751p.html#srp,399.99
"NOMA 6-Outlet and 2 USB Port Power Bar with Surge Protector, 4-ft Cord, 900 Joules, White",44.99,,56.0,electrical,052-2460-8,4.4,https://www.canadiantire.ca/en/pdp/noma-6-outlet-and-2-usb-port-power-bar-with-surge-protector-4-ft-cord-900-joules-white-0522460p.html#srp,19.99
"Prime1 Traction Cut-Out Steel Loading Ramps Pair, Easy-To-Use, 72-in, 2-pc",119.99,,33.0,automotive-outdoor-adventure,040-5926-2,4.0,https://www.canadiantire.ca/en/pdp/prime1-traction-cut-out-steel-loading-ramps-pair-easy-to-use-72-in-2-pc-0405926p.html#srp,79.99
"Easy Assembly Waterproof Storage Shed w/UV Protection, 10 x 10 x 8-ft",449.99,,33.0,car-care-accessories,037-1112-2,3.3,https://www.canadiantire.ca/en/pdp/easy-assembly-waterproof-storage-shed-w-uv-protection-10-x-10-x-8-ft-0371112p.html#srp,299.99
"Kaboom Large Sparklers, 20-pk",13.99,,29.0,backyard-fun,051-4721-8,5.0,https://www.canadiantire.ca/en/pdp/kaboom-large-sparklers-20-pk-0514721p.html#srp,9.99
"Thule Venture 933 3-Bike Trunk Mount Bike Rack, Adjustable, Granite Grey",229.99,,20.0,automotive-outdoor-adventure,040-1158-4,3.7,https://www.canadiantire.ca/en/pdp/thule-venture-933-3-bike-trunk-mount-bike-rack-adjustable-granite-grey-0401158p.html#srp,183.99
Mastercraft 18-Gauge 2-in-1 Pneumatic Nailer & Air Stapler/Staple Gun,146.99,,52.0,tools,058-8548-4,4.0,https://www.canadiantire.ca/en/pdp/mastercraft-18-gauge-2-in-1-pneumatic-nailer-air-stapler-staple-gun-0588548p.html#srp,69.99
"Big Red Foldable Hydraulic Shop Crane w / 6 Caster Wheels, 1-Ton",349.99,,26.0,auto-maintenance,009-0260-2,4.3,https://www.canadiantire.ca/en/pdp/big-red-foldable-hydraulic-shop-crane-w-6-caster-wheels-1-ton-0090260p.html#srp,259.99
"GermGuardian AC5350B Elite 4-in-1 HEPA Filter & UVC Tower Air Purifier, Removes Allergens & Odours, Black, Small-Medium Room",224.99,,20.0,home-environment,043-8630-0,4.7,https://www.canadiantire.ca/en/pdp/germguardian-ac5350b-elite-4-in-1-hepa-filter-uvc-tower-air-purifier-removes-allergens-odours-black-small-medium-room-0438630p.html#srp,179.99
"type A Amber Glass Bottle with Assorted Tops, 500-mL",6.99,,30.0,cleaning,142-6805-2,4.1,https://www.canadiantire.ca/en/pdp/type-a-amber-glass-bottle-with-assorted-tops-500-ml-1426805p.html#srp,4.89
"Lifetime Portable Adjustable Basketball Backboard, Hoop & Net System w/ Breakaway Rim, 50-in",629.99,,16.0,team-sports-and-golf,184-0669-2,4.4,https://www.canadiantire.ca/en/pdp/lifetime-portable-adjustable-basketball-backboard-hoop-net-system-w-breakaway-rim-50-in-1840669p.html#srp,529.99
"PADERNO Richmond Polished Stainless Steel Flatware Set, Serves 4, 20-pc",129.99,,62.0,kitchen,142-3402-8,4.7,https://www.canadiantire.ca/en/pdp/paderno-richmond-polished-stainless-steel-flatware-set-serves-4-20-pc-1423402p.html#srp,49.99
"Kan Jam Outdoor Portable Flying Disc Game Set, Ages 8+",69.99,,14.0,backyard-fun,184-0761-0,4.1,https://www.canadiantire.ca/en/pdp/kan-jam-outdoor-portable-flying-disc-game-set-ages-8-1840761p.html#srp,59.99
MAXIMUM No-Contact Infrared Thermometer with Mildew Alarm,84.99,,53.0,tools,057-4663-4,3.7,https://www.canadiantire.ca/en/pdp/maximum-no-contact-infrared-thermometer-with-mildew-alarm-0574663p.html#srp,39.99
"Singer 4411 Heavy Duty Sewing Machine with 11 Stitches and Auto Buttonhole, Accessories and Dust Cover Included",279.99,,11.0,personal-garment-care,043-2287-4,4.2,https://www.canadiantire.ca/en/pdp/singer-4411-heavy-duty-sewing-machine-with-11-stitches-and-auto-buttonhole-accessories-and-dust-cover-included-0432287p.html#srp,249.99
"Coleman Granite Peak Insulated Fleece Lined Double Sleeping Bag w/ Compression Sack, 4°C to 15°C",149.99,,30.0,camping,076-5166-6,4.3,https://www.canadiantire.ca/en/pdp/coleman-granite-peak-insulated-fleece-lined-double-sleeping-bag-w-compression-sack-4-c-to-15-c-0765166p.html#srp,104.99
"Bauer Dart Roller Hockey Inline Skates, Junior, Assorted Sizes",164.99,,20.0,team-sports-and-golf,184-0789X,4.9,https://www.canadiantire.ca/en/pdp/bauer-dart-roller-hockey-inline-skates-junior-assorted-sizes-1840789p.html#srp,131.99
"T-fal 1110W Handheld Clothes Steamer, 5 Minutes of Continuous Steam, 45 Second Heat Up",99.99,,40.0,personal-garment-care,043-1068-2,3.9,https://www.canadiantire.ca/en/pdp/t-fal-1110w-handheld-clothes-steamer-5-minutes-of-continuous-steam-45-second-heat-up-0431068p.html#srp,59.99
"CANVAS Lauren 34pc Porcelain Dinnerware Set, Serves 8, White",229.99,,57.0,kitchen,142-1429-8,4.0,https://www.canadiantire.ca/en/pdp/canvas-lauren-34pc-porcelain-dinnerware-set-serves-8-white-1421429p.html#srp,99.99
"NOMA A19 E26 Base Household Non-Dimmable LED Light Bulbs, 5000K, 800 Lumens, Daylight, 60W, 6-pk",19.49,,49.0,electrical,052-7056-2,3.3,https://www.canadiantire.ca/en/pdp/noma-a19-e26-base-household-non-dimmable-led-light-bulbs-5000k-800-lumens-daylight-60w-6-pk-0527056p.html#srp,9.99
"Meguiars Ultimate Compound Colour & Clarity Restorer, 450-mL",17.99,,10.0,car-care-accessories,039-2809-6,4.2,https://www.canadiantire.ca/en/pdp/meguiar-s-ultimate-compound-colour-clarity-restorer-450-ml-0392809p.html#srp,16.19
"NOCO GENIUS10 Smart Battery Charger/Maintainer/Desulfator, 10-Amp, 6V/12V",162.99,,15.0,light-auto-parts,011-1984-6,4.5,https://www.canadiantire.ca/en/pdp/noco-genius10-smart-battery-charger-maintainer-desulfator-10-amp-6v-12v-0111984p.html#srp,137.99
"Stanley Professional Grade Black Chrome Socket Set, SAE/Metric, 427-pc",1399.99,,50.0,tools,058-2054-4,4.1,https://www.canadiantire.ca/en/pdp/stanley-professional-grade-black-chrome-socket-set-sae-metric-427-pc-0582054p.html#srp,699.99
